0.0,35,0.0,0.965,0.06,30,False,twomodes,3705.69,-1.0,3705.69,[3729.69]
0.0,25,0.0,0.965,0.06,30,False,twomodes,1945.12,-1.0,1945.12,[1961.12]
0.0,30,0.0,0.965,0.06,30,False,twomodes,2224.63,-1.0,2224.63,[2244.63]
0.0,45,0.0,0.965,0.06,30,False,twomodes,6458.74,-1.0,6458.74,[6488.74]
5e-05,25,0.0,0.965,0.06,30,False,twomodes,1692.6,-1.0,1692.6,[1708.6]
5e-05,30,0.0,0.965,0.06,30,False,twomodes,2417.76,-1.0,2417.76,[2437.76]
5e-05,40,0.0,0.965,0.06,30,False,twomodes,5577.5,-1.0,5577.5,[5603.5]
0.0,50,0.0,0.965,0.06,30,False,twomodes,8127.25,-1.0,8127.25,[8161.25]
5e-05,35,0.0,0.965,0.06,30,False,twomodes,3872.66,-1.0,3872.66,[3896.66]
0.0001,30,0.0,0.965,0.06,30,False,twomodes,2401.05,-1.0,2401.05,[2421.05]
0.0001,35,0.0,0.965,0.06,30,False,twomodes,3485.0,-1.0,3485.0,[3509.]
0.0001,40,0.0,0.965,0.06,30,False,twomodes,4319.14,-1.0,4319.14,[4345.14]
0.0001,50,0.0,0.965,0.06,30,False,twomodes,9424.11,-1.0,9424.11,[9458.11]
0.00015000000000000001,25,0.0,0.965,0.06,30,False,twomodes,1869.79,-1.0,1869.79,[1885.79]
0.00015000000000000001,35,0.0,0.965,0.06,30,False,twomodes,4046.78,-1.0,4046.78,[4070.78]
0.00015000000000000001,30,0.0,0.965,0.06,30,False,twomodes,3065.62,-1.0,3065.62,[3085.62]
0.00015000000000000001,40,0.0,0.965,0.06,30,False,twomodes,4640.57,-1.0,4640.57,[4666.57]
0.00015000000000000001,45,0.0,0.965,0.06,30,False,twomodes,7201.19,-1.0,7201.19,[7231.19]
0.00015000000000000001,50,0.0,0.965,0.06,30,False,twomodes,9680.78,-1.0,9680.78,[9714.78]
0.0001,25,0.0,0.965,0.06,30,False,twomodes,1629.17,-1.0,1629.17,[1645.17]
0.0002,25,0.0,0.965,0.06,30,False,twomodes,1809.55,-1.0,1809.55,[1825.55]
0.0,40,0.0,0.965,0.06,30,False,twomodes,4875.58,-1.0,4875.58,[4901.58]
