0.0012000000000000001,0.0005,0.965,0.06,30,True,twomodes,371002.3,93.29 
0.0020800000000000003,0.0005,0.965,0.06,30,True,twomodes,381923.57,89.72 
0.00128,0.0005,0.965,0.06,30,True,twomodes,352568.46,95.07 
0.00152,0.0005,0.965,0.06,30,True,twomodes,375647.6599999999,93.43 
0.00136,0.0005,0.965,0.06,30,True,twomodes,378236.20000000007,94.52 
0.0016,0.0005,0.965,0.06,30,True,twomodes,367976.74,94.35 
0.0005600000000000001,0.0005,0.965,0.06,30,True,twomodes,393493.55999999994,99.1 
0.00184,0.0005,0.965,0.06,30,True,twomodes,363537.95,94.51 
0.0009600000000000001,0.0005,0.965,0.06,30,True,twomodes,373126.13,93.12 
0.0010400000000000001,0.0005,0.965,0.06,30,True,twomodes,379563.43999999994,94.56 
0.00144,0.0005,0.965,0.06,30,True,twomodes,385200.68,93.55 
0.002,0.0005,0.965,0.06,30,True,twomodes,388554.85000000003,91.19 
0.00016,0.0005,0.965,0.06,30,True,twomodes,400743.63000000006,99.18 
0.00176,0.0005,0.965,0.06,30,True,twomodes,391150.15,90.27 
0.0,0.0005,0.965,0.06,30,True,twomodes,399714.8,92.44 
0.00064,0.0005,0.965,0.06,30,True,twomodes,385963.52999999997,91.9 
0.00088,0.0005,0.965,0.06,30,True,twomodes,383629.96,94.7 
0.0008,0.0005,0.965,0.06,30,True,twomodes,382970.73000000004,96.88 
0.00048000000000000007,0.0005,0.965,0.06,30,True,twomodes,380231.4,98.24 
0.0011200000000000001,0.0005,0.965,0.06,30,True,twomodes,382925.49,97.99 
8e-05,0.0005,0.965,0.06,30,True,twomodes,399166.57999999996,96.71 
0.0004,0.0005,0.965,0.06,30,True,twomodes,381175.01,96.08 
0.0019200000000000003,0.0005,0.965,0.06,30,True,twomodes,381171.11999999994,87.07 
0.00216,0.0005,0.965,0.06,30,True,twomodes,392133.24,90.51 
0.00024000000000000003,0.0005,0.965,0.06,30,True,twomodes,394770.95999999996,103.37 
0.00168,0.0005,0.965,0.06,30,True,twomodes,381508.56,89.98 
0.00072,0.0005,0.965,0.06,30,True,twomodes,394485.45,102.11 
0.00032,0.0005,0.965,0.06,30,True,twomodes,390360.61,98.52 
0.0012100000000000001,0.0005,0.965,0.06,30,True,twomodes,376229.05000000005,94.18 
0.00201,0.0005,0.965,0.06,30,True,twomodes,387766.54,91.93 
0.00185,0.0005,0.965,0.06,30,True,twomodes,370980.18,92.17 
0.0013700000000000001,0.0005,0.965,0.06,30,True,twomodes,381042.67,94.52 
0.0015300000000000001,0.0005,0.965,0.06,30,True,twomodes,387001.89999999997,91.38 
0.0020900000000000003,0.0005,0.965,0.06,30,True,twomodes,391580.4,93.21 
0.00161,0.0005,0.965,0.06,30,True,twomodes,372992.60000000003,95.43 
0.0005700000000000001,0.0005,0.965,0.06,30,True,twomodes,393113.13,100.07 
0.0008100000000000001,0.0005,0.965,0.06,30,True,twomodes,393909.27,97.74 
0.0012900000000000001,0.0005,0.965,0.06,30,True,twomodes,383775.18,94.77 
0.0010500000000000002,0.0005,0.965,0.06,30,True,twomodes,383230.55,95.45 
0.0014500000000000001,0.0005,0.965,0.06,30,True,twomodes,383629.93999999994,91.64 
0.0006500000000000001,0.0005,0.965,0.06,30,True,twomodes,381398.56,97.06 
0.0011300000000000001,0.0005,0.965,0.06,30,True,twomodes,372707.52,94.28 
0.00097,0.0005,0.965,0.06,30,True,twomodes,381900.65,94.75 
0.0008900000000000001,0.0005,0.965,0.06,30,True,twomodes,377241.31,96.13 
0.00177,0.0005,0.965,0.06,30,True,twomodes,377120.38,87.17 
0.00193,0.0005,0.965,0.06,30,True,twomodes,381215.51,88.6 
0.00041000000000000005,0.0005,0.965,0.06,30,True,twomodes,392643.23999999993,102.33 
1e-05,0.0005,0.965,0.06,30,True,twomodes,389058.73000000004,101.6 
0.00217,0.0005,0.965,0.06,30,True,twomodes,388666.20999999996,91.0 
0.00025,0.0005,0.965,0.06,30,True,twomodes,390091.12999999995,101.07 
0.00017,0.0005,0.965,0.06,30,True,twomodes,415586.75999999995,96.03 
9e-05,0.0005,0.965,0.06,30,True,twomodes,404112.95000000007,104.28 
0.0004900000000000001,0.0005,0.965,0.06,30,True,twomodes,393123.49999999994,94.66 
0.0007300000000000001,0.0005,0.965,0.06,30,True,twomodes,385058.67,90.24 
0.00169,0.0005,0.965,0.06,30,True,twomodes,382665.41,92.55 
0.00033000000000000005,0.0005,0.965,0.06,30,True,twomodes,392822.70999999996,100.4 
0.0012200000000000002,0.0005,0.965,0.06,30,True,twomodes,375105.63,96.68 
0.00202,0.0005,0.965,0.06,30,True,twomodes,384886.22,95.71 
0.0017800000000000001,0.0005,0.965,0.06,30,True,twomodes,375077.81,90.15 
0.0021000000000000003,0.0005,0.965,0.06,30,True,twomodes,386976.86,89.83 
0.0013800000000000002,0.0005,0.965,0.06,30,True,twomodes,379923.62000000005,91.36 
0.0006600000000000001,0.0005,0.965,0.06,30,True,twomodes,384161.87000000005,96.38 
0.0007400000000000001,0.0005,0.965,0.06,30,True,twomodes,369787.53,97.29 
0.0010600000000000002,0.0005,0.965,0.06,30,True,twomodes,375503.50999999995,96.86 
0.0013000000000000002,0.0005,0.965,0.06,30,True,twomodes,375767.93999999994,94.97 
0.0014600000000000001,0.0005,0.965,0.06,30,True,twomodes,375472.91000000003,93.89 
0.00186,0.0005,0.965,0.06,30,True,twomodes,387206.41,89.91 
0.0008200000000000001,0.0005,0.965,0.06,30,True,twomodes,368727.64999999997,97.48 
